Student_ID,Name,Age,Gender,Level_of_Higher_Education,Faculty,Course,Languages,Religion,Interests
901,Соловьёв Юрий Дмитриевич,26,М,Аспирантура,Факультет гуманитарных наук,2,"Китайский, Английский",Буддизм,"Рисование, Шахматы, Баскетбол"
902,Тарасова Юлия Анатольевна,30,Ж,Аспирантура,Факультет права,3,Русский,Ислам,"Настольные игры, Музыка, Шахматы"
903,Кузнецов Никита Юлианович,27,М,Аспирантура,Факультет мировой экономики и мировой политики,3,"Русский, Английский",Ислам,Настольный теннис
904,Богданова Эльза Ярославовна,25,Ж,Аспирантура,Факультет экономических наук,1,"Китайский, Английский",Буддизм,"Музыка, Рисование, Шахматы"
905,Карпова Гертруда Петровна,27,Ж,Аспирантура,"Факультет коммуникаций, медиа и дизайна",2,Русский,Православие,"Настольный теннис, Рисование, Футбол"
906,Шилова Дарина Максимовна,27,Ж,Бакалавриат,Факультет мировой экономики и мировой политики,4,Русский,Атеизм,"Музыка, Настольный теннис, Настольные игры"
907,Дроздов Демьян Валентинович,25,М,Магистратура,Факультет гуманитарных наук,2,"Русский, Английский",Православие,"Баскетбол, Программирование, Футбол"
908,Карпова Роза Денисовна,26,Ж,Аспирантура,Факультет компьютерных наук,2,"Русский, Английский",Атеизм,"Волейбол, Настольные игры"
909,Киселева Илона Григорьевна,29,Ж,Специалитет,Факультет экономических наук,2,Английский,Буддизм,"Волейбол, Настольный теннис, Шахматы"
910,Овчинникова Олеся Мироновна,24,Ж,Бакалавриат,Факультет мировой экономики и мировой политики,4,Русский,Ислам,"Программирование, Музыка"
911,Осипов Максим Николаевич,18,М,Аспирантура,Факультет математики,3,Английский,Атеизм,Настольный теннис
912,Беляева Роза Трофимовна,23,Ж,Специалитет,Факультет бизнеса и менеджмента,5,Русский,Атеизм,Настольные игры
913,Шилов Даниил Георгиевич,18,М,Специалитет,Факультет компьютерных наук,5,"Русский, Английский",Ислам,"Настольные игры, Футбол, Волейбол"
914,Котова Ксения Вениаминовна,23,Ж,Магистратура,Факультет гуманитарных наук,2,Русский,Атеизм,"Рисование, Футбол"
915,Быков Арсений Дмитриевич,26,М,Бакалавриат,Факультет урбанистики,1,Английский,Православие,Футбол
916,Петров Илья Георгиевич,29,М,Магистратура,Факультет урбанистики,2,"Русский, Английский",Православие,Футбол
917,Романов Михаил Викторович,23,М,Бакалавриат,Факультет гуманитарных наук,2,"Русский, Английский",Ислам,"Шахматы, Рисование, Программирование"
918,Морозова Клара Александровна,28,Ж,Бакалавриат,Факультет экономических наук,4,Русский,Православие,Шахматы
919,Титов Никита Евграфович,18,М,Специалитет,Факультет гуманитарных наук,4,"Русский, Английский",Атеизм,"Настольные игры, Баскетбол, Музыка"
920,Шестакова Августа Александровна,26,Ж,Специалитет,Факультет гуманитарных наук,1,Русский,Ислам,Шахматы
921,Крылова Изабелла Александровна,21,Ж,Бакалавриат,"Факультет коммуникаций, медиа и дизайна",2,Русский,Православие,"Музыка, Рисование"
922,Федосеева Зоя Евграфовна,30,Ж,Специалитет,Факультет мировой экономики и мировой политики,5,"Китайский, Английский",Ислам,"Волейбол, Музыка"
923,Борисова Нина Максимовна,29,Ж,Специалитет,Факультет математики,5,Русский,Атеизм,"Музыка, Программирование"
924,Чернова Милана Константиновна,30,Ж,Бакалавриат,Факультет мировой экономики и мировой политики,2,Русский,Православие,"Шахматы, Настольные игры, Волейбол"
925,Морозова Регина Юлиановна,26,Ж,Аспирантура,"Факультет коммуникаций, медиа и дизайна",3,"Русский, Английский",Ислам,Рисование
926,Воронова Пелагея Алексеевна,30,Ж,Бакалавриат,Факультет социальных наук,3,Английский,Православие,"Шахматы, Музыка, Волейбол"
927,Виноградов Вячеслав Борисович,22,М,Магистратура,Факультет компьютерных наук,1,Русский,Православие,"Настольный теннис, Рисование, Футбол"
928,Ефремов Макар Савельевич,19,М,Бакалавриат,"Факультет коммуникаций, медиа и дизайна",1,"Русский, Английский",Атеизм,"Музыка, Волейбол, Рисование"
929,Ларионов Иван Еремеевич,22,М,Аспирантура,Факультет гуманитарных наук,3,Русский,Буддизм,Волейбол
930,Капустин Сергей Леонтьевич,19,М,Специалитет,Факультет социальных наук,1,Русский,Атеизм,"Баскетбол, Шахматы"
931,Беляев Илья Олегович,19,М,Специалитет,Факультет урбанистики,4,Русский,Атеизм,"Волейбол, Баскетбол, Рисование"
932,Карпова Алевтина Валерьевна,27,Ж,Бакалавриат,Факультет урбанистики,2,Английский,Буддизм,"Футбол, Настольный теннис, Музыка"
933,Воронов Савелий Варламович,21,М,Магистратура,Факультет права,1,Русский,Православие,Программирование
934,Михайлов Максим Денисович,25,М,Бакалавриат,Факультет мировой экономики и мировой политики,2,Русский,Ислам,Настольный теннис
935,Соловьева Тамара Тихоновна,21,Ж,Специалитет,"Факультет коммуникаций, медиа и дизайна",2,Русский,Атеизм,"Шахматы, Рисование"
936,Мартынова Алина Прохоровна,27,Ж,Бакалавриат,Факультет мировой экономики и мировой политики,2,Английский,Атеизм,"Рисование, Программирование, Настольные игры"
937,Сидоров Валерий Тимурович,28,М,Магистратура,Факультет мировой экономики и мировой политики,1,Русский,Православие,"Баскетбол, Настольные игры"
938,Борисов Михаил Викторович,30,М,Магистратура,"Факультет коммуникаций, медиа и дизайна",2,Английский,Атеизм,"Музыка, Настольный теннис, Настольные игры"
939,Ларионова Ульяна Георгиевна,22,Ж,Бакалавриат,Факультет урбанистики,3,Русский,Буддизм,Футбол
940,Фролов Глеб Тимурович,19,М,Бакалавриат,"Факультет коммуникаций, медиа и дизайна",4,Английский,Буддизм,"Настольные игры, Футбол, Настольный теннис"
941,Федосеева Мирослава Тимуровна,28,Ж,Бакалавриат,Факультет экономических наук,2,Английский,Атеизм,"Рисование, Баскетбол"
942,Кожевников Евсей Эдуардович,30,М,Бакалавриат,Факультет бизнеса и менеджмента,1,"Русский, Английский",Атеизм,Футбол
943,Фёдоров Семен Станиславович,29,М,Бакалавриат,Факультет урбанистики,1,Русский,Атеизм,"Футбол, Настольные игры"
944,Лебедев Юлиан Виталиевич,24,М,Специалитет,Факультет урбанистики,2,"Русский, Английский",Атеизм,"Футбол, Волейбол"
945,Назарова Инна Леонтьевна,25,Ж,Бакалавриат,"Факультет коммуникаций, медиа и дизайна",1,Русский,Православие,"Музыка, Рисование"
946,Васильева Рита Тарасовна,30,Ж,Бакалавриат,Факультет экономических наук,2,Русский,Атеизм,"Волейбол, Настольный теннис"
947,Шарова Любовь Семёновна,29,Ж,Бакалавриат,Факультет экономических наук,2,"Китайский, Английский",Православие,Настольные игры
948,Мухина Ангелина Артемовна,29,Ж,Аспирантура,Факультет мировой экономики и мировой политики,1,Русский,Православие,"Рисование, Программирование"
949,Шубин Иван Варламович,23,М,Специалитет,Факультет математики,3,"Русский, Английский",Ислам,"Шахматы, Настольный теннис, Музыка"
950,Макарова Элеонора Дмитриевна,28,Ж,Специалитет,Факультет компьютерных наук,1,Русский,Буддизм,"Волейбол, Настольный теннис"
951,Жукова София Борисовна,25,Ж,Аспирантура,Факультет экономических наук,1,"Русский, Английский",Атеизм,"Баскетбол, Программирование"
952,Шарова Пелагея Никитична,26,Ж,Аспирантура,Факультет математики,1,"Русский, Английский",Православие,Рисование
953,Шестаков Федор Александрович,25,М,Бакалавриат,Факультет гуманитарных наук,1,Английский,Православие,"Настольный теннис, Волейбол"
954,Тимофеева Нелли Захаровна,19,Ж,Магистратура,Факультет бизнеса и менеджмента,2,Русский,Атеизм,"Волейбол, Футбол"
955,Кузнецов Ратмир Андреевич,25,М,Магистратура,Факультет социальных наук,1,Английский,Буддизм,"Настольные игры, Футбол, Программирование"
956,Васильева Лилия Леонидовна,28,Ж,Специалитет,Факультет урбанистики,2,Английский,Атеизм,"Шахматы, Настольный теннис, Рисование"
957,Панкратова Олеся Юлиановна,29,Ж,Специалитет,Факультет социальных наук,3,Русский,Буддизм,"Рисование, Настольный теннис"
958,Калашникова Маргарита Антоновна,22,Ж,Аспирантура,"Факультет коммуникаций, медиа и дизайна",2,Русский,Православие,"Программирование, Волейбол, Настольные игры"
959,Орлов Владислав Станиславович,27,М,Аспирантура,Факультет бизнеса и менеджмента,1,"Русский, Английский",Православие,"Шахматы, Настольные игры"
960,Шестаков Семен Григорьевич,19,М,Бакалавриат,Факультет права,2,Русский,Ислам,"Настольный теннис, Музыка"
961,Лебедева Агата Михайловна,23,Ж,Аспирантура,Факультет права,1,Английский,Ислам,"Футбол, Волейбол"
962,Акимова Диана Арсеньевна,29,Ж,Магистратура,Факультет мировой экономики и мировой политики,2,Русский,Буддизм,Шахматы
963,Быкова Анна Петровна,29,Ж,Аспирантура,Факультет социальных наук,3,Русский,Православие,"Шахматы, Музыка, Баскетбол"
964,Киселёв Ярослав Трофимович,26,М,Специалитет,Факультет экономических наук,2,Русский,Атеизм,"Шахматы, Музыка"
965,Федосеева Тамара Аркадьевна,24,Ж,Магистратура,Факультет права,2,"Русский, Английский",Ислам,"Настольные игры, Музыка"
966,Павлов Роман Евграфович,28,М,Бакалавриат,Факультет бизнеса и менеджмента,3,"Русский, Английский",Ислам,Программирование
967,Романов Андрей Глебович,20,М,Специалитет,Факультет экономических наук,1,Английский,Ислам,"Шахматы, Баскетбол, Рисование"
968,Горшкова Лариса Мироновна,25,Ж,Магистратура,Факультет бизнеса и менеджмента,2,Русский,Православие,Волейбол
969,Дьяков Викентий Эдуардович,27,М,Аспирантура,Факультет математики,1,Русский,Ислам,Настольные игры
970,Кожевников Юлиан Филиппович,27,М,Аспирантура,Факультет урбанистики,1,"Русский, Английский",Православие,"Футбол, Настольный теннис"
971,Кузнецова Дарья Эдуардовна,20,Ж,Специалитет,Факультет мировой экономики и мировой политики,5,Русский,Православие,Футбол
972,Лазарев Тарас Александрович,27,М,Специалитет,Факультет социальных наук,3,"Русский, Английский",Православие,"Футбол, Рисование"
973,Гаврилов Захар Дмитриевич,19,М,Магистратура,Факультет урбанистики,1,"Русский, Английский",Православие,Настольные игры
974,Лазарева Лея Родионовна,22,Ж,Специалитет,Факультет компьютерных наук,1,"Русский, Английский",Ислам,"Шахматы, Рисование, Футбол"
975,Павлова Диана Леонтьевна,25,Ж,Бакалавриат,Факультет мировой экономики и мировой политики,3,"Русский, Английский",Атеизм,Музыка
976,Петрова Пелагея Петровна,30,Ж,Специалитет,Факультет гуманитарных наук,2,Русский,Православие,"Программирование, Шахматы, Баскетбол"
977,Дроздов Артем Борисович,28,М,Специалитет,Факультет мировой экономики и мировой политики,2,Английский,Православие,"Программирование, Рисование"
978,Егорова Елизавета Геннадьевна,28,Ж,Аспирантура,Факультет права,3,Английский,Ислам,Футбол
979,Богданов Станислав Геннадьевич,19,М,Магистратура,Факультет социальных наук,1,"Русский, Английский",Православие,"Программирование, Шахматы"
980,Ковалёв Федот Вячеславович,27,М,Бакалавриат,Факультет урбанистики,2,Английский,Православие,"Рисование, Баскетбол, Музыка"
981,Фёдоров Аркадий Михайлович,22,М,Специалитет,Факультет экономических наук,4,"Русский, Английский",Православие,"Баскетбол, Футбол"
982,Тарасов Егор Ратмирович,30,М,Аспирантура,Факультет социальных наук,2,Русский,Атеизм,"Музыка, Футбол"
983,Сидоров Аркадий Геннадьевич,29,М,Аспирантура,Факультет бизнеса и менеджмента,3,Английский,Буддизм,"Настольный теннис, Настольные игры, Баскетбол"
984,Шаров Василий Вячеславович,27,М,Магистратура,Факультет математики,1,Русский,Ислам,Программирование
985,Иванов Валерий Филиппович,29,М,Аспирантура,Факультет экономических наук,2,"Русский, Английский",Атеизм,Волейбол
986,Морозов Тимофей Матвеевич,25,М,Специалитет,Факультет бизнеса и менеджмента,4,Русский,Православие,Шахматы
987,Дроздова Галина Эдуардовна,20,Ж,Бакалавриат,Факультет бизнеса и менеджмента,3,"Русский, Английский",Православие,"Баскетбол, Музыка, Программирование"
988,Калашникова Нелли Алексеевна,30,Ж,Магистратура,Факультет компьютерных наук,2,Русский,Православие,"Настольный теннис, Футбол, Настольные игры"
989,Тимофеева Екатерина Георгиевна,26,Ж,Магистратура,Факультет гуманитарных наук,2,"Русский, Английский",Атеизм,"Волейбол, Настольные игры, Программирование"
990,Ершова Екатерина Прохоровна,19,Ж,Специалитет,Факультет права,4,Английский,Атеизм,"Баскетбол, Волейбол"
991,Титова Варвара Эдуардовна,29,Ж,Аспирантура,Факультет социальных наук,2,"Русский, Английский",Атеизм,"Баскетбол, Настольные игры, Музыка"
992,Зуев Геннадий Матвеевич,24,М,Магистратура,Факультет математики,1,Русский,Ислам,Настольный теннис
993,Крылов Антон Павлович,27,М,Аспирантура,Факультет права,3,"Русский, Английский",Буддизм,"Настольный теннис, Волейбол"
994,Беляева Эмилия Юлиановна,19,Ж,Специалитет,Факультет социальных наук,3,"Русский, Английский",Атеизм,"Баскетбол, Настольные игры"
995,Карпов Никита Эдуардович,19,М,Бакалавриат,Факультет урбанистики,4,Английский,Атеизм,"Музыка, Рисование, Шахматы"
996,Морозова Майя Трофимовна,21,Ж,Бакалавриат,Факультет права,3,Английский,Православие,"Рисование, Шахматы, Программирование"
997,Гаврилов Вениамин Аркадьевич,26,М,Магистратура,"Факультет коммуникаций, медиа и дизайна",2,Английский,Православие,Шахматы
998,Александров Вениамин Григорьевич,19,М,Бакалавриат,Факультет экономических наук,1,Русский,Православие,Футбол
999,Крылов Филипп Валентинович,27,М,Магистратура,Факультет урбанистики,2,Русский,Православие,"Настольный теннис, Футбол, Музыка"
1000,Голубев Аркадий Вячеславович,27,М,Аспирантура,Факультет урбанистики,3,Русский,Буддизм,"Волейбол, Настольный теннис"
1001,Федотова Венера Евсеевна,18,Ж,Магистратура,Факультет социальных наук,1,"Русский, Английский",Православие,"Баскетбол, Настольные игры"
1002,Сазонов Платон Юлианович,26,М,Магистратура,Факультет мировой экономики и мировой политики,1,"Китайский, Английский",Православие,"Настольный теннис, Настольные игры"
1003,Александрова Татьяна Савельевна,22,Ж,Бакалавриат,Факультет экономических наук,4,Русский,Ислам,Музыка
1004,Головина Алиса Сергеевна,18,Ж,Бакалавриат,Факультет права,2,Русский,Православие,"Волейбол, Баскетбол"
1005,Сергеева Елизавета Александровна,19,Ж,Магистратура,Факультет компьютерных наук,1,Русский,Православие,"Волейбол, Рисование, Настольные игры"
1006,Игнатьев Ерофей Васильевич,23,М,Магистратура,Факультет экономических наук,2,"Русский, Английский",Православие,Футбол
1007,Лебедев Юлиан Аркадьевич,30,М,Бакалавриат,Факультет гуманитарных наук,1,Английский,Ислам,"Настольные игры, Шахматы, Рисование"
1008,Титова Маргарита Адамовна,30,Ж,Магистратура,Факультет мировой экономики и мировой политики,2,Русский,Православие,Баскетбол
1009,Головин Вячеслав Кириллович,23,М,Бакалавриат,Факультет права,3,"Русский, Английский",Ислам,"Волейбол, Музыка"
1010,Васильева Алла Данииловна,23,Ж,Магистратура,Факультет урбанистики,1,"Русский, Английский",Буддизм,"Музыка, Шахматы, Волейбол"
1011,Ефремова Римма Артемовна,21,Ж,Специалитет,Факультет экономических наук,5,Английский,Ислам,Волейбол
1012,Макарова Амелия Юрьевна,27,Ж,Специалитет,Факультет гуманитарных наук,3,Русский,Православие,"Рисование, Футбол"
1013,Беликов Денис Вячеславович,24,М,Аспирантура,Факультет бизнеса и менеджмента,3,"Русский, Английский",Буддизм,"Настольные игры, Баскетбол"
1014,Головина Галина Георгиевна,22,Ж,Бакалавриат,Факультет гуманитарных наук,3,"Русский, Английский",Буддизм,"Футбол, Настольный теннис"
1015,Ушакова Алёна Прохоровна,27,Ж,Магистратура,Факультет урбанистики,2,"Русский, Английский",Ислам,"Волейбол, Настольный теннис"
1016,Шилова Тамара Константиновна,29,Ж,Аспирантура,Факультет гуманитарных наук,3,Русский,Ислам,"Настольные игры, Футбол, Волейбол"
1017,Новиков Виталий Савельевич,25,М,Магистратура,"Факультет коммуникаций, медиа и дизайна",2,"Русский, Английский",Атеизм,Настольные игры
1018,Князева Влада Олеговна,27,Ж,Магистратура,Факультет урбанистики,1,Русский,Атеизм,"Шахматы, Музыка"
1019,Дмитриев Кондрат Филиппович,25,М,Аспирантура,Факультет гуманитарных наук,1,Русский,Православие,Программирование
1020,Прохоров Петр Валерьевич,28,М,Специалитет,Факультет урбанистики,3,Русский,Православие,"Рисование, Настольный теннис"
1021,Петухова Галина Савельевна,20,Ж,Бакалавриат,Факультет экономических наук,3,Английский,Ислам,Настольный теннис
1022,Мартынов Феликс Родионович,20,М,Специалитет,Факультет компьютерных наук,4,Русский,Православие,"Шахматы, Настольные игры, Настольный теннис"
1023,Архипов Глеб Иванович,30,М,Бакалавриат,Факультет социальных наук,1,Английский,Атеизм,Настольный теннис
1024,Новикова Аделина Кондратьевна,20,Ж,Магистратура,Факультет мировой экономики и мировой политики,2,Английский,Православие,"Рисование, Шахматы"
1025,Петухова Нина Тимофеевна,22,Ж,Аспирантура,Факультет социальных наук,1,"Русский, Английский",Православие,Баскетбол
1026,Макарова Ольга Александровна,18,Ж,Бакалавриат,"Факультет коммуникаций, медиа и дизайна",1,Русский,Православие,"Футбол, Рисование"
1027,Миронов Георгий Тихонович,21,М,Магистратура,Факультет бизнеса и менеджмента,1,Английский,Православие,"Программирование, Рисование"
1028,Голубева Снежана Филипповна,18,Ж,Аспирантура,Факультет мировой экономики и мировой политики,1,Русский,Православие,"Волейбол, Настольные игры, Баскетбол"
1029,Шубина Тамара Юлиановна,25,Ж,Специалитет,Факультет гуманитарных наук,3,Русский,Ислам,Волейбол
1030,Быкова Лариса Тимофеевна,22,Ж,Бакалавриат,Факультет гуманитарных наук,2,Русский,Православие,"Футбол, Настольные игры"
1031,Назаров Игнат Саввич,23,М,Аспирантура,"Факультет коммуникаций, медиа и дизайна",2,"Русский, Английский",Ислам,"Шахматы, Музыка, Настольные игры"
1032,Семенова София Юлиановна,28,Ж,Бакалавриат,Факультет права,1,Английский,Буддизм,Баскетбол
1033,Соколов Тарас Юлианович,24,М,Специалитет,Факультет социальных наук,4,"Русский, Английский",Ислам,"Рисование, Настольный теннис, Баскетбол"
1034,Панкратов Филипп Олегович,21,М,Специалитет,Факультет социальных наук,4,Английский,Православие,Волейбол
1035,Ушакова Лия Тарасовна,28,Ж,Аспирантура,Факультет экономических наук,3,"Русский, Английский",Буддизм,"Рисование, Шахматы, Настольные игры"
1036,Сафонов Глеб Анатольевич,19,М,Аспирантура,Факультет компьютерных наук,1,Русский,Атеизм,Рисование
1037,Шилова Инна Константиновна,25,Ж,Аспирантура,Факультет социальных наук,3,Английский,Атеизм,"Рисование, Шахматы, Волейбол"
1038,Григорьев Максим Александрович,27,М,Специалитет,Факультет компьютерных наук,1,Русский,Православие,"Программирование, Настольный теннис, Шахматы"
1039,Карпова Надежда Андреевна,22,Ж,Бакалавриат,"Факультет коммуникаций, медиа и дизайна",4,"Русский, Английский",Православие,Настольные игры
1040,Ефремов Алексей Иванович,21,М,Бакалавриат,Факультет гуманитарных наук,3,Русский,Православие,Программирование
1041,Михайлова Ангелина Викторовна,26,Ж,Бакалавриат,Факультет бизнеса и менеджмента,2,"Русский, Английский",Православие,"Футбол, Программирование, Музыка"
1042,Герасимов Константин Олегович,27,М,Магистратура,Факультет гуманитарных наук,1,"Русский, Английский",Православие,Футбол
1043,Волкова Алевтина Юлиановна,28,Ж,Аспирантура,Факультет экономических наук,3,Английский,Православие,Баскетбол
1044,Павлов Евгений Антонович,29,М,Бакалавриат,Факультет математики,3,"Русский, Английский",Атеизм,"Настольные игры, Волейбол"
1045,Богданов Тимур Денисович,30,М,Аспирантура,Факультет урбанистики,1,Английский,Православие,Рисование
1046,Игнатьев Роман Эдуардович,22,М,Бакалавриат,Факультет математики,4,Русский,Православие,Настольный теннис
1047,Шестаков Захар Игнатьевич,18,М,Аспирантура,Факультет бизнеса и менеджмента,2,"Русский, Английский",Православие,Волейбол
1048,Котов Кирилл Евгеньевич,28,М,Специалитет,Факультет гуманитарных наук,1,Английский,Православие,"Шахматы, Волейбол, Баскетбол"
1049,Титова Мария Сергеевна,25,Ж,Специалитет,Факультет права,1,"Русский, Английский",Ислам,"Музыка, Программирование, Шахматы"
1050,Романов Максим Георгиевич,24,М,Специалитет,Факультет бизнеса и менеджмента,1,Русский,Ислам,"Баскетбол, Футбол, Настольный теннис"
1051,Михайлова Серафима Ярославовна,20,Ж,Аспирантура,"Факультет коммуникаций, медиа и дизайна",3,Английский,Атеизм,"Программирование, Настольный теннис"
1052,Сафонова Карина Мироновна,24,Ж,Специалитет,Факультет бизнеса и менеджмента,5,Русский,Православие,"Баскетбол, Настольный теннис"
1053,Киселёв Станислав Кириллович,23,М,Бакалавриат,Факультет экономических наук,2,Русский,Буддизм,Волейбол
1054,Горшкова Варвара Петровна,27,Ж,Магистратура,Факультет бизнеса и менеджмента,1,"Китайский, Английский",Атеизм,"Шахматы, Программирование"
1055,Морозова Пелагея Юлиановна,23,Ж,Аспирантура,Факультет права,1,Русский,Атеизм,"Рисование, Баскетбол"
1056,Богданова Ольга Платоновна,30,Ж,Магистратура,Факультет экономических наук,1,"Русский, Английский",Атеизм,Настольные игры
1057,Тимофеев Владимир Тимофеевич,29,М,Бакалавриат,Факультет экономических наук,1,Русский,Атеизм,"Рисование, Шахматы, Программирование"
1058,Котова Жанна Игнатьевна,25,Ж,Специалитет,Факультет математики,4,Русский,Атеизм,Настольные игры
1059,Ларионова Тамара Николаевна,23,Ж,Специалитет,"Факультет коммуникаций, медиа и дизайна",3,"Русский, Английский",Ислам,"Волейбол, Музыка"
1060,Виноградова Людмила Тимуровна,26,Ж,Магистратура,Факультет гуманитарных наук,1,Английский,Ислам,"Рисование, Музыка, Настольные игры"
1061,Соколов Михаил Игнатьевич,23,М,Специалитет,Факультет гуманитарных наук,4,Русский,Православие,"Настольный теннис, Волейбол, Музыка"
1062,Виноградова Алевтина Станиславовна,30,Ж,Магистратура,Факультет гуманитарных наук,1,Английский,Атеизм,Настольные игры
1063,Соколова Татьяна Вячеславовна,30,Ж,Аспирантура,Факультет экономических наук,1,"Русский, Английский",Православие,"Программирование, Баскетбол"
1064,Григорьева Рита Борисовна,22,Ж,Бакалавриат,Факультет бизнеса и менеджмента,1,Русский,Буддизм,"Футбол, Шахматы"
1065,Маслов Виталий Федотович,23,М,Бакалавриат,Факультет мировой экономики и мировой политики,2,"Русский, Английский",Атеизм,Баскетбол
1066,Лебедева Марианна Игнатьевна,26,Ж,Специалитет,Факультет урбанистики,4,Русский,Буддизм,Настольные игры
1067,Соловьёв Григорий Эдуардович,20,М,Аспирантура,Факультет права,1,"Русский, Английский",Православие,Шахматы
1068,Киселёв Модест Филиппович,27,М,Магистратура,"Факультет коммуникаций, медиа и дизайна",1,Английский,Атеизм,"Программирование, Настольный теннис, Музыка"
1069,Петухов Борис Матвеевич,25,М,Бакалавриат,Факультет бизнеса и менеджмента,4,"Русский, Английский",Ислам,"Музыка, Шахматы, Программирование"
1070,Назаров Тарас Романович,30,М,Бакалавриат,Факультет экономических наук,2,Русский,Православие,"Рисование, Программирование, Шахматы"
1071,Александров Эдуард Владимирович,21,М,Специалитет,"Факультет коммуникаций, медиа и дизайна",5,Русский,Православие,"Музыка, Программирование"
1072,Прохорова Валентина Дмитриевна,29,Ж,Специалитет,Факультет экономических наук,2,Русский,Атеизм,"Волейбол, Футбол, Музыка"
1073,Ершов Ярослав Александрович,27,М,Бакалавриат,Факультет математики,1,"Русский, Английский",Православие,"Баскетбол, Программирование, Шахматы"
1074,Лебедев Иван Федорович,27,М,Аспирантура,"Факультет коммуникаций, медиа и дизайна",1,Русский,Атеизм,Музыка
1075,Иванова Аделина Романовна,19,Ж,Магистратура,Факультет урбанистики,2,Русский,Православие,"Баскетбол, Настольные игры, Рисование"
1076,Титова Инна Виталиевна,25,Ж,Специалитет,"Факультет коммуникаций, медиа и дизайна",4,Русский,Буддизм,"Музыка, Футбол, Баскетбол"
1077,Богданова Зоя Никитична,25,Ж,Бакалавриат,"Факультет коммуникаций, медиа и дизайна",3,"Китайский, Английский",Православие,Шахматы
1078,Смирнова Сара Эдуардовна,29,Ж,Бакалавриат,Факультет экономических наук,4,Русский,Православие,Музыка
1079,Овчинников Викентий Сергеевич,20,М,Специалитет,Факультет социальных наук,1,"Русский, Английский",Атеизм,"Баскетбол, Футбол"
1080,Маслова Ника Матвеевна,21,Ж,Специалитет,Факультет математики,1,"Русский, Английский",Православие,Футбол
1081,Новикова Инна Леонидовна,28,Ж,Аспирантура,Факультет права,3,Английский,Атеизм,Футбол
1082,Киселёв Савелий Родионович,22,М,Бакалавриат,Факультет мировой экономики и мировой политики,3,Русский,Атеизм,"Настольные игры, Баскетбол, Музыка"
1083,Тарасова Алла Анатольевна,28,Ж,Аспирантура,Факультет гуманитарных наук,3,"Русский, Английский",Православие,"Настольные игры, Программирование, Настольный теннис"
1084,Чернышева Елизавета Кондратьевна,21,Ж,Аспирантура,Факультет мировой экономики и мировой политики,2,Русский,Буддизм,"Баскетбол, Футбол, Волейбол"
1085,Павлова Аврора Станиславовна,22,Ж,Бакалавриат,"Факультет коммуникаций, медиа и дизайна",3,Русский,Православие,"Рисование, Футбол"
1086,Шестакова Илона Платоновна,29,Ж,Бакалавриат,Факультет компьютерных наук,2,Русский,Православие,Рисование
1087,Лазарева Анастасия Александровна,22,Ж,Специалитет,Факультет урбанистики,2,Английский,Православие,"Музыка, Программирование"
1088,Трофимова Людмила Глебовна,19,Ж,Аспирантура,Факультет мировой экономики и мировой политики,3,Русский,Православие,"Настольный теннис, Программирование, Шахматы"
1089,Захаров Виталий Александрович,20,М,Специалитет,Факультет бизнеса и менеджмента,2,Английский,Православие,"Музыка, Футбол"
1090,Трофимова Августа Арсеньевна,27,Ж,Аспирантура,Факультет мировой экономики и мировой политики,3,"Русский, Английский",Ислам,"Баскетбол, Музыка"
1091,Прохорова Алевтина Артемовна,26,Ж,Бакалавриат,Факультет бизнеса и менеджмента,1,"Русский, Английский",Буддизм,"Настольные игры, Настольный теннис"
1092,Богданова Аврора Михайловна,29,Ж,Аспирантура,Факультет гуманитарных наук,1,"Русский, Английский",Православие,Рисование
1093,Гордеев Эраст Евсеевич,29,М,Специалитет,Факультет права,5,Русский,Православие,Рисование
1094,Гаврилова Элеонора Виталиевна,25,Ж,Бакалавриат,Факультет экономических наук,2,Английский,Атеизм,Программирование
1095,Крылова Анфиса Евграфовна,28,Ж,Аспирантура,Факультет социальных наук,2,Английский,Атеизм,"Настольный теннис, Шахматы"
1096,Федотова Олеся Павловна,19,Ж,Аспирантура,Факультет урбанистики,2,"Русский, Английский",Православие,"Шахматы, Волейбол"
1097,Богданов Тимофей Васильевич,24,М,Аспирантура,"Факультет коммуникаций, медиа и дизайна",2,Английский,Православие,"Программирование, Волейбол"
