Student_ID,Name,Age,Gender,Level_of_Higher_Education,Faculty,Course
1006,Игнатьев Ерофей Васильевич,23,М,Магистратура,Факультет экономических наук,2
1007,Лебедев Юлиан Аркадьевич,30,М,Бакалавриат,Факультет гуманитарных наук,1
1008,Титова Маргарита Адамовна,30,Ж,Магистратура,Факультет мировой экономики и мировой политики,2
1009,Головин Вячеслав Кириллович,23,М,Бакалавриат,Факультет права,3
1010,Васильева Алла Данииловна,23,Ж,Магистратура,Факультет урбанистики,1
1011,Ефремова Римма Артемовна,21,Ж,Специалитет,Факультет экономических наук,5
1012,Макарова Амелия Юрьевна,27,Ж,Специалитет,Факультет гуманитарных наук,3
1013,Беликов Денис Вячеславович,24,М,Аспирантура,Факультет бизнеса и менеджмента,3
1014,Головина Галина Георгиевна,22,Ж,Бакалавриат,Факультет гуманитарных наук,3
1015,Ушакова Алёна Прохоровна,27,Ж,Магистратура,Факультет урбанистики,2
1016,Шилова Тамара Константиновна,29,Ж,Аспирантура,Факультет гуманитарных наук,3
1017,Новиков Виталий Савельевич,25,М,Магистратура,"Факультет коммуникаций, медиа и дизайна",2
1018,Князева Влада Олеговна,27,Ж,Магистратура,Факультет урбанистики,1
1019,Дмитриев Кондрат Филиппович,25,М,Аспирантура,Факультет гуманитарных наук,1
1020,Прохоров Петр Валерьевич,28,М,Специалитет,Факультет урбанистики,3
1021,Петухова Галина Савельевна,20,Ж,Бакалавриат,Факультет экономических наук,3
1022,Мартынов Феликс Родионович,20,М,Специалитет,Факультет компьютерных наук,4
1023,Архипов Глеб Иванович,30,М,Бакалавриат,Факультет социальных наук,1
1024,Новикова Аделина Кондратьевна,20,Ж,Магистратура,Факультет мировой экономики и мировой политики,2
1025,Петухова Нина Тимофеевна,22,Ж,Аспирантура,Факультет социальных наук,1
1026,Макарова Ольга Александровна,18,Ж,Бакалавриат,"Факультет коммуникаций, медиа и дизайна",1
1027,Миронов Георгий Тихонович,21,М,Магистратура,Факультет бизнеса и менеджмента,1
1028,Голубева Снежана Филипповна,18,Ж,Аспирантура,Факультет мировой экономики и мировой политики,1
1029,Шубина Тамара Юлиановна,25,Ж,Специалитет,Факультет гуманитарных наук,3
1030,Быкова Лариса Тимофеевна,22,Ж,Бакалавриат,Факультет гуманитарных наук,2
1031,Назаров Игнат Саввич,23,М,Аспирантура,"Факультет коммуникаций, медиа и дизайна",2
1032,Семенова София Юлиановна,28,Ж,Бакалавриат,Факультет права,1
1033,Соколов Тарас Юлианович,24,М,Специалитет,Факультет социальных наук,4
1034,Панкратов Филипп Олегович,21,М,Специалитет,Факультет социальных наук,4
1035,Ушакова Лия Тарасовна,28,Ж,Аспирантура,Факультет экономических наук,3
1036,Сафонов Глеб Анатольевич,19,М,Аспирантура,Факультет компьютерных наук,1
1037,Шилова Инна Константиновна,25,Ж,Аспирантура,Факультет социальных наук,3
1038,Григорьев Максим Александрович,27,М,Специалитет,Факультет компьютерных наук,1
1039,Карпова Надежда Андреевна,22,Ж,Бакалавриат,"Факультет коммуникаций, медиа и дизайна",4
1040,Ефремов Алексей Иванович,21,М,Бакалавриат,Факультет гуманитарных наук,3
1041,Михайлова Ангелина Викторовна,26,Ж,Бакалавриат,Факультет бизнеса и менеджмента,2
1042,Герасимов Константин Олегович,27,М,Магистратура,Факультет гуманитарных наук,1
1043,Волкова Алевтина Юлиановна,28,Ж,Аспирантура,Факультет экономических наук,3
1044,Павлов Евгений Антонович,29,М,Бакалавриат,Факультет математики,3
1045,Богданов Тимур Денисович,30,М,Аспирантура,Факультет урбанистики,1
1046,Игнатьев Роман Эдуардович,22,М,Бакалавриат,Факультет математики,4
1047,Шестаков Захар Игнатьевич,18,М,Аспирантура,Факультет бизнеса и менеджмента,2
1048,Котов Кирилл Евгеньевич,28,М,Специалитет,Факультет гуманитарных наук,1
1049,Титова Мария Сергеевна,25,Ж,Специалитет,Факультет права,1
1050,Романов Максим Георгиевич,24,М,Специалитет,Факультет бизнеса и менеджмента,1
1051,Михайлова Серафима Ярославовна,20,Ж,Аспирантура,"Факультет коммуникаций, медиа и дизайна",3
1052,Сафонова Карина Мироновна,24,Ж,Специалитет,Факультет бизнеса и менеджмента,5
1053,Киселёв Станислав Кириллович,23,М,Бакалавриат,Факультет экономических наук,2
1054,Горшкова Варвара Петровна,27,Ж,Магистратура,Факультет бизнеса и менеджмента,1
1055,Морозова Пелагея Юлиановна,23,Ж,Аспирантура,Факультет права,1
1056,Богданова Ольга Платоновна,30,Ж,Магистратура,Факультет экономических наук,1
1057,Тимофеев Владимир Тимофеевич,29,М,Бакалавриат,Факультет экономических наук,1
1058,Котова Жанна Игнатьевна,25,Ж,Специалитет,Факультет математики,4
1059,Ларионова Тамара Николаевна,23,Ж,Специалитет,"Факультет коммуникаций, медиа и дизайна",3
1060,Виноградова Людмила Тимуровна,26,Ж,Магистратура,Факультет гуманитарных наук,1
1061,Соколов Михаил Игнатьевич,23,М,Специалитет,Факультет гуманитарных наук,4
1062,Виноградова Алевтина Станиславовна,30,Ж,Магистратура,Факультет гуманитарных наук,1
1063,Соколова Татьяна Вячеславовна,30,Ж,Аспирантура,Факультет экономических наук,1
1064,Григорьева Рита Борисовна,22,Ж,Бакалавриат,Факультет бизнеса и менеджмента,1
1065,Маслов Виталий Федотович,23,М,Бакалавриат,Факультет мировой экономики и мировой политики,2
1066,Лебедева Марианна Игнатьевна,26,Ж,Специалитет,Факультет урбанистики,4
1067,Соловьёв Григорий Эдуардович,20,М,Аспирантура,Факультет права,1
1068,Киселёв Модест Филиппович,27,М,Магистратура,"Факультет коммуникаций, медиа и дизайна",1
1069,Петухов Борис Матвеевич,25,М,Бакалавриат,Факультет бизнеса и менеджмента,4
1070,Назаров Тарас Романович,30,М,Бакалавриат,Факультет экономических наук,2
1071,Александров Эдуард Владимирович,21,М,Специалитет,"Факультет коммуникаций, медиа и дизайна",5
1072,Прохорова Валентина Дмитриевна,29,Ж,Специалитет,Факультет экономических наук,2
1073,Ершов Ярослав Александрович,27,М,Бакалавриат,Факультет математики,1
1074,Лебедев Иван Федорович,27,М,Аспирантура,"Факультет коммуникаций, медиа и дизайна",1
1075,Иванова Аделина Романовна,19,Ж,Магистратура,Факультет урбанистики,2
1076,Титова Инна Виталиевна,25,Ж,Специалитет,"Факультет коммуникаций, медиа и дизайна",4
1077,Богданова Зоя Никитична,25,Ж,Бакалавриат,"Факультет коммуникаций, медиа и дизайна",3
1078,Смирнова Сара Эдуардовна,29,Ж,Бакалавриат,Факультет экономических наук,4
1079,Овчинников Викентий Сергеевич,20,М,Специалитет,Факультет социальных наук,1
1080,Маслова Ника Матвеевна,21,Ж,Специалитет,Факультет математики,1
1081,Новикова Инна Леонидовна,28,Ж,Аспирантура,Факультет права,3
1082,Киселёв Савелий Родионович,22,М,Бакалавриат,Факультет мировой экономики и мировой политики,3
1083,Тарасова Алла Анатольевна,28,Ж,Аспирантура,Факультет гуманитарных наук,3
1084,Чернышева Елизавета Кондратьевна,21,Ж,Аспирантура,Факультет мировой экономики и мировой политики,2
1085,Павлова Аврора Станиславовна,22,Ж,Бакалавриат,"Факультет коммуникаций, медиа и дизайна",3
1086,Шестакова Илона Платоновна,29,Ж,Бакалавриат,Факультет компьютерных наук,2
1087,Лазарева Анастасия Александровна,22,Ж,Специалитет,Факультет урбанистики,2
1088,Трофимова Людмила Глебовна,19,Ж,Аспирантура,Факультет мировой экономики и мировой политики,3
1089,Захаров Виталий Александрович,20,М,Специалитет,Факультет бизнеса и менеджмента,2
1090,Трофимова Августа Арсеньевна,27,Ж,Аспирантура,Факультет мировой экономики и мировой политики,3
1091,Прохорова Алевтина Артемовна,26,Ж,Бакалавриат,Факультет бизнеса и менеджмента,1
1092,Богданова Аврора Михайловна,29,Ж,Аспирантура,Факультет гуманитарных наук,1
1093,Гордеев Эраст Евсеевич,29,М,Специалитет,Факультет права,5
1094,Гаврилова Элеонора Виталиевна,25,Ж,Бакалавриат,Факультет экономических наук,2
1095,Крылова Анфиса Евграфовна,28,Ж,Аспирантура,Факультет социальных наук,2
1096,Федотова Олеся Павловна,19,Ж,Аспирантура,Факультет урбанистики,2
1097,Богданов Тимофей Васильевич,24,М,Аспирантура,"Факультет коммуникаций, медиа и дизайна",2
1098,Ефремова Венера Юлиановна,25,Ж,Магистратура,Факультет мировой экономики и мировой политики,1
1099,Волков Григорий Юлианович,19,М,Специалитет,Факультет урбанистики,5
1100,Дроздова Анастасия Арсеньевна,27,Ж,Специалитет,Факультет экономических наук,3
1101,Сафонова Анастасия Викторовна,29,Ж,Аспирантура,Факультет экономических наук,1
1102,Воронов Виталий Вениаминович,28,М,Магистратура,Факультет компьютерных наук,2
1103,Волкова Клара Юлиановна,21,Ж,Бакалавриат,Факультет математики,3
1104,Григорьев Федор Ярославович,20,М,Специалитет,Факультет мировой экономики и мировой политики,2
1105,Шилова Галина Михайловна,22,Ж,Магистратура,Факультет бизнеса и менеджмента,2
1106,Григорьев Тимур Федорович,21,М,Аспирантура,"Факультет коммуникаций, медиа и дизайна",2
1107,Волков Егор Варламович,19,М,Бакалавриат,Факультет социальных наук,3
1108,Поляков Геннадий Станиславович,26,М,Аспирантура,Факультет экономических наук,3
1109,Быкова Кристина Викторовна,19,Ж,Магистратура,Факультет гуманитарных наук,2
1110,Александрова Элеонора Максимовна,18,Ж,Магистратура,Факультет гуманитарных наук,2
1111,Егорова Светлана Никитична,26,Ж,Бакалавриат,Факультет экономических наук,2
1112,Трофимов Семен Юрьевич,25,М,Бакалавриат,Факультет урбанистики,2
1113,Кондратьева Ульяна Викторовна,21,Ж,Аспирантура,Факультет экономических наук,3
1114,Зуева Изабелла Дмитриевна,21,Ж,Бакалавриат,Факультет мировой экономики и мировой политики,4
1115,Котов Евсей Еремеевич,19,М,Аспирантура,Факультет права,1
1116,Петухов Анатолий Еремеевич,21,М,Магистратура,Факультет компьютерных наук,2
1117,Романов Григорий Федорович,24,М,Аспирантура,Факультет мировой экономики и мировой политики,2
1118,Жуков Павел Прохорович,22,М,Аспирантура,Факультет мировой экономики и мировой политики,3
1119,Романова Ольга Виталиевна,30,Ж,Аспирантура,Факультет компьютерных наук,3
1120,Федосеева Гертруда Григорьевна,26,Ж,Бакалавриат,Факультет компьютерных наук,2
1121,Новикова Светлана Захаровна,20,Ж,Магистратура,Факультет гуманитарных наук,2
1122,Чернова Гертруда Борисовна,30,Ж,Бакалавриат,Факультет мировой экономики и мировой политики,3
1123,Быкова Полина Денисовна,29,Ж,Аспирантура,Факультет мировой экономики и мировой политики,3
1124,Акимов Георгий Валерьевич,28,М,Бакалавриат,Факультет гуманитарных наук,1
1125,Осипов Федор Леонтьевич,20,М,Магистратура,Факультет экономических наук,2
1126,Кондратьев Владислав Аркадьевич,29,М,Бакалавриат,Факультет экономических наук,3
1127,Кузнецова Светлана Саввична,30,Ж,Магистратура,Факультет урбанистики,1
1128,Мухина Алевтина Анатольевна,30,Ж,Бакалавриат,Факультет бизнеса и менеджмента,2
1129,Панкратова Надежда Тарасовна,18,Ж,Аспирантура,"Факультет коммуникаций, медиа и дизайна",1
1130,Смирнова Стефания Платоновна,23,Ж,Специалитет,Факультет социальных наук,5
1131,Титов Варлам Николаевич,28,М,Бакалавриат,Факультет математики,4
1132,Мартынова Эвелина Анатольевна,29,Ж,Специалитет,Факультет мировой экономики и мировой политики,2
1133,Павлова Снежана Борисовна,28,Ж,Бакалавриат,Факультет математики,2
1134,Ефремов Феликс Георгиевич,20,М,Магистратура,Факультет права,2
1135,Иванов Константин Андреевич,22,М,Бакалавриат,Факультет экономических наук,2
1136,Ушакова Илона Дмитриевна,20,Ж,Аспирантура,Факультет бизнеса и менеджмента,1
1137,Чернова Ксения Тихоновна,21,Ж,Специалитет,Факультет экономических наук,1
1138,Карпов Роман Федосеевич,29,М,Специалитет,Факультет мировой экономики и мировой политики,3
1139,Зуев Леонид Валерьевич,22,М,Аспирантура,"Факультет коммуникаций, медиа и дизайна",3
1140,Мухин Вениамин Миронович,25,М,Аспирантура,Факультет гуманитарных наук,1
1141,Поляков Август Романович,30,М,Бакалавриат,Факультет права,1
1142,Панкратов Юлиан Кондратьевич,30,М,Аспирантура,Факультет социальных наук,2
1143,Архипова Ксения Георгиевна,22,Ж,Аспирантура,Факультет мировой экономики и мировой политики,3
1144,Соловьева Вероника Анатольевна,24,Ж,Бакалавриат,Факультет урбанистики,2
1145,Жукова Любовь Данииловна,19,Ж,Аспирантура,Факультет гуманитарных наук,3
1146,Назарова Маргарита Игнатьевна,26,Ж,Аспирантура,Факультет права,3
1147,Соколов Викентий Михайлович,25,М,Магистратура,Факультет гуманитарных наук,1
1148,Миронов Егорий Кондратьевич,21,М,Бакалавриат,Факультет мировой экономики и мировой политики,3
1149,Романов Сергей Евсеевич,27,М,Магистратура,Факультет экономических наук,2
1150,Мухин Константин Александрович,18,М,Специалитет,Факультет гуманитарных наук,1
1151,Ковалёв Владимир Филиппович,29,М,Бакалавриат,Факультет экономических наук,1
1152,Петухова Аделина Олеговна,24,Ж,Магистратура,Факультет компьютерных наук,2
1153,Овчинников Савелий Тарасович,27,М,Аспирантура,Факультет гуманитарных наук,3
1154,Капустин Антон Григорьевич,28,М,Бакалавриат,Факультет компьютерных наук,4
1155,Трофимов Алексей Дмитриевич,29,М,Специалитет,Факультет права,4
1156,Александрова Изабелла Сергеевна,21,Ж,Магистратура,Факультет права,1
1157,Сидоров Елисей Вениаминович,24,М,Магистратура,Факультет социальных наук,1
1158,Сергеев Константин Евгеньевич,23,М,Специалитет,"Факультет коммуникаций, медиа и дизайна",5
1159,Петров Валентин Варламович,28,М,Аспирантура,Факультет гуманитарных наук,3
1160,Князев Валентин Васильевич,28,М,Бакалавриат,"Факультет коммуникаций, медиа и дизайна",2
1161,Котова Инна Михайловна,23,Ж,Магистратура,Факультет экономических наук,1
1162,Акимов Ратмир Матвеевич,25,М,Магистратура,Факультет социальных наук,2
1163,Гордеев Адам Георгиевич,29,М,Магистратура,"Факультет коммуникаций, медиа и дизайна",1
1164,Котова Марта Юрьевна,24,Ж,Специалитет,Факультет гуманитарных наук,5
1165,Иванов Тарас Даниилович,18,М,Аспирантура,Факультет бизнеса и менеджмента,2
1166,Гаврилова Елизавета Тимуровна,28,Ж,Аспирантура,Факультет компьютерных наук,3
1167,Соловьева Марта Юлиановна,21,Ж,Бакалавриат,Факультет гуманитарных наук,2
1168,Быков Савелий Захарович,26,М,Бакалавриат,Факультет гуманитарных наук,1
1169,Киселёв Яков Захарович,26,М,Аспирантура,"Факультет коммуникаций, медиа и дизайна",3
1170,Игнатьев Петр Юлианович,25,М,Магистратура,Факультет экономических наук,1
1171,Тарасова Ульяна Филипповна,18,Ж,Бакалавриат,Факультет компьютерных наук,1
1172,Дмитриев Ратмир Петрович,20,М,Специалитет,"Факультет коммуникаций, медиа и дизайна",1
1173,Зуев Эраст Вячеславович,25,М,Бакалавриат,Факультет социальных наук,3
1174,Карпова Дарина Эдуардовна,22,Ж,Специалитет,Факультет математики,3
1175,Трофимов Альберт Адамович,24,М,Бакалавриат,Факультет математики,1
1176,Петухов Егорий Павлович,29,М,Аспирантура,Факультет бизнеса и менеджмента,3
1177,Сидорова Алла Евграфовна,19,Ж,Аспирантура,Факультет бизнеса и менеджмента,1
1178,Александров Григорий Дмитриевич,24,М,Специалитет,Факультет экономических наук,3
1179,Мухин Вениамин Анатольевич,25,М,Аспирантура,Факультет компьютерных наук,1
1180,Трофимов Савелий Олегович,18,М,Специалитет,Факультет урбанистики,1
1181,Федосеева Олеся Александровна,18,Ж,Специалитет,Факультет гуманитарных наук,4
1182,Титова Людмила Станиславовна,20,Ж,Аспирантура,Факультет урбанистики,1
1183,Дроздов Матвей Федотович,21,М,Магистратура,Факультет экономических наук,2
1184,Быков Семен Миронович,23,М,Магистратура,"Факультет коммуникаций, медиа и дизайна",1
1185,Морозова Марианна Юрьевна,19,Ж,Бакалавриат,Факультет математики,4
1186,Чернов Александр Ратмирович,22,М,Магистратура,Факультет урбанистики,1
1187,Виноградов Алексей Никитич,23,М,Аспирантура,Факультет бизнеса и менеджмента,3
1188,Федосеева Дарина Александровна,29,Ж,Бакалавриат,Факультет социальных наук,1
1189,Архипов Олег Федотович,22,М,Специалитет,Факультет компьютерных наук,5
1190,Орлова Зоя Савельевна,30,Ж,Бакалавриат,Факультет гуманитарных наук,1
1191,Осипов Адам Юлианович,30,М,Специалитет,Факультет компьютерных наук,2
1192,Чернова Пелагея Дмитриевна,27,Ж,Аспирантура,Факультет права,2
1193,Петухова Таисия Петровна,30,Ж,Специалитет,Факультет социальных наук,2
1194,Романов Иван Никитич,20,М,Магистратура,Факультет социальных наук,1
1195,Белякова Влада Геннадьевна,23,Ж,Аспирантура,Факультет права,2
1196,Захарова Екатерина Артемовна,26,Ж,Аспирантура,Факультет компьютерных наук,2
1197,Ушаков Юрий Георгиевич,30,М,Магистратура,Факультет компьютерных наук,2
1198,Гордеев Викентий Григорьевич,27,М,Бакалавриат,Факультет урбанистики,3
1199,Чернышева Лариса Дмитриевна,22,Ж,Бакалавриат,Факультет бизнеса и менеджмента,4
1200,Ушакова Валерия Артемовна,18,Ж,Специалитет,Факультет мировой экономики и мировой политики,1
1201,Тимофеева Лариса Артемовна,21,Ж,Аспирантура,Факультет компьютерных наук,2
1202,Беликов Кирилл Ратмирович,26,М,Аспирантура,Факультет бизнеса и менеджмента,2
1203,Соколова Ульяна Сергеевна,18,Ж,Магистратура,Факультет гуманитарных наук,2
1204,Чернов Егор Федорович,23,М,Бакалавриат,Факультет гуманитарных наук,4
1205,Тимофеева Аврора Евграфовна,27,Ж,Аспирантура,"Факультет коммуникаций, медиа и дизайна",1
1206,Орлова Виктория Артемовна,28,Ж,Бакалавриат,Факультет гуманитарных наук,2
1207,Овчинников Агей Филиппович,29,М,Специалитет,"Факультет коммуникаций, медиа и дизайна",1
1208,Лазарева Изабелла Федоровна,24,Ж,Аспирантура,Факультет мировой экономики и мировой политики,3
1209,Шубина Валерия Захаровна,19,Ж,Специалитет,"Факультет коммуникаций, медиа и дизайна",1
1210,Игнатьев Валентин Федосеевич,19,М,Магистратура,Факультет социальных наук,2
1211,Миронова Мелания Аркадьевна,23,Ж,Специалитет,"Факультет коммуникаций, медиа и дизайна",3
1212,Белякова Карина Олеговна,29,Ж,Магистратура,Факультет бизнеса и менеджмента,1
1213,Прохорова Ирина Павловна,26,Ж,Аспирантура,Факультет гуманитарных наук,1
1214,Сазонов Глеб Леонтьевич,27,М,Специалитет,Факультет экономических наук,3
1215,Орлова Эмилия Тимуровна,21,Ж,Аспирантура,Факультет компьютерных наук,2
1216,Жуков Агей Савельевич,20,М,Специалитет,Факультет права,3
1217,Макарова Лидия Алексеевна,18,Ж,Бакалавриат,Факультет гуманитарных наук,1
1218,Николаев Петр Саввич,26,М,Аспирантура,Факультет компьютерных наук,1
1219,Ушакова Мирослава Никитична,20,Ж,Бакалавриат,Факультет социальных наук,2
1220,Семенова Серафима Еремеевна,29,Ж,Бакалавриат,Факультет гуманитарных наук,1
1221,Прохоров Федор Еремеевич,22,М,Аспирантура,Факультет экономических наук,2
1222,Горшкова Ксения Кирилловна,30,Ж,Магистратура,Факультет бизнеса и менеджмента,2
1223,Панкратов Николай Александрович,20,М,Специалитет,"Факультет коммуникаций, медиа и дизайна",5
1224,Морозов Федот Артемович,22,М,Бакалавриат,Факультет социальных наук,2
1225,Крылова Ольга Филипповна,25,Ж,Бакалавриат,Факультет компьютерных наук,3
1226,Архипов Кирилл Юлианович,22,М,Аспирантура,Факультет математики,1
1227,Соколов Владислав Миронович,26,М,Бакалавриат,Факультет права,4
1228,Котов Кирилл Артемович,30,М,Специалитет,Факультет экономических наук,4
1229,Калашников Геннадий Алексеевич,26,М,Магистратура,Факультет экономических наук,1
1230,Павлова Александра Юлиановна,24,Ж,Аспирантура,Факультет социальных наук,1
1231,Тимофеев Демьян Иванович,24,М,Специалитет,Факультет права,2
1232,Егоров Клим Алексеевич,21,М,Аспирантура,Факультет гуманитарных наук,3
1233,Тарасов Евгений Владимирович,30,М,Специалитет,Факультет компьютерных наук,5
1234,Ковалёв Иван Александрович,22,М,Специалитет,Факультет экономических наук,5
1235,Сафонов Андрей Евсеевич,22,М,Специалитет,Факультет гуманитарных наук,1
1236,Ларионова Вера Викторовна,21,Ж,Бакалавриат,Факультет математики,1
1237,Ларионова Елена Вениаминовна,24,Ж,Бакалавриат,Факультет математики,3
1238,Шаров Георгий Еремеевич,18,М,Специалитет,Факультет мировой экономики и мировой политики,1
1239,Беляков Юлиан Евграфович,19,М,Магистратура,Факультет экономических наук,1
1240,Быков Павел Максимович,23,М,Магистратура,Факультет компьютерных наук,2
1241,Голубев Эраст Станиславович,21,М,Аспирантура,Факультет урбанистики,2
1242,Николаев Владимир Саввич,29,М,Бакалавриат,Факультет экономических наук,3
1243,Кириллов Игнат Леонидович,29,М,Бакалавриат,Факультет математики,3
1244,Ушаков Захар Тимофеевич,19,М,Магистратура,Факультет гуманитарных наук,1
1245,Шубина Лея Петровна,27,Ж,Магистратура,Факультет права,1
1246,Овчинникова Стефания Филипповна,25,Ж,Магистратура,Факультет права,1
1247,Федотова Нелли Виталиевна,18,Ж,Аспирантура,Факультет урбанистики,3
1248,Чернов Демьян Кондратьевич,28,М,Специалитет,Факультет математики,5
1249,Осипов Георгий Федотович,22,М,Магистратура,Факультет мировой экономики и мировой политики,2
1250,Романова Ирина Артемовна,29,Ж,Бакалавриат,Факультет социальных наук,2
1251,Чернышева Ксения Аркадьевна,21,Ж,Специалитет,"Факультет коммуникаций, медиа и дизайна",2
1252,Беляев Руслан Варламович,29,М,Специалитет,Факультет математики,3
1253,Волкова Лея Романовна,20,Ж,Магистратура,"Факультет коммуникаций, медиа и дизайна",1
1254,Дроздова Ангелина Юлиановна,30,Ж,Специалитет,"Факультет коммуникаций, медиа и дизайна",2
1255,Гаврилова Влада Никитична,18,Ж,Специалитет,Факультет компьютерных наук,1
1256,Смирнов Макар Аркадьевич,30,М,Магистратура,Факультет компьютерных наук,2
1257,Сергеева София Георгиевна,25,Ж,Магистратура,Факультет урбанистики,1
1258,Назаров Яков Адамович,24,М,Аспирантура,Факультет гуманитарных наук,1
1259,Виноградов Сергей Григорьевич,21,М,Магистратура,Факультет гуманитарных наук,2
1260,Шестаков Александр Федотович,26,М,Аспирантура,Факультет математики,3
1261,Киселева Илона Михайловна,30,Ж,Аспирантура,Факультет права,2
1262,Петрова Алиса Захаровна,20,Ж,Бакалавриат,Факультет математики,3
1263,Михайлова Элеонора Ратмировна,24,Ж,Аспирантура,Факультет урбанистики,1
1264,Лазарев Феликс Дмитриевич,18,М,Магистратура,Факультет экономических наук,2
1265,Кузнецов Виктор Игнатьевич,20,М,Магистратура,Факультет математики,2
1266,Панкратова Людмила Ратмировна,22,Ж,Магистратура,Факультет экономических наук,1
1267,Сидоров Яков Игнатьевич,26,М,Специалитет,Факультет математики,3
1268,Михайлова Мелания Олеговна,30,Ж,Магистратура,Факультет урбанистики,2
1269,Васильев Глеб Романович,27,М,Бакалавриат,Факультет социальных наук,2
1270,Богданова Евдокия Борисовна,24,Ж,Аспирантура,Факультет математики,2
1271,Макарова Венера Тихоновна,24,Ж,Специалитет,"Факультет коммуникаций, медиа и дизайна",1
1272,Гордеева Виктория Ивановна,24,Ж,Аспирантура,Факультет урбанистики,3
1273,Семенов Родион Олегович,20,М,Бакалавриат,Факультет гуманитарных наук,3
1274,Морозов Ратмир Станиславович,29,М,Бакалавриат,Факультет компьютерных наук,3
1275,Шилова Анжелика Валентиновна,30,Ж,Магистратура,Факультет социальных наук,2
1276,Дьяков Тимур Юлианович,18,М,Специалитет,Факультет права,4
1277,Сергеева Майя Евгеньевна,24,Ж,Аспирантура,Факультет бизнеса и менеджмента,1
1278,Беликов Михаил Сергеевич,30,М,Аспирантура,Факультет социальных наук,2
1279,Князева Жанна Григорьевна,27,Ж,Бакалавриат,Факультет бизнеса и менеджмента,3
1280,Гордеев Евсей Даниилович,24,М,Аспирантура,Факультет социальных наук,1
1281,Сергеев Вениамин Константинович,25,М,Аспирантура,"Факультет коммуникаций, медиа и дизайна",3
1282,Горшков Арсений Тимурович,27,М,Аспирантура,Факультет математики,2
1283,Дмитриев Тимофей Алексеевич,28,М,Бакалавриат,Факультет мировой экономики и мировой политики,3
1284,Дмитриев Петр Олегович,18,М,Аспирантура,Факультет компьютерных наук,3
1285,Романов Вениамин Валерьевич,18,М,Специалитет,Факультет экономических наук,1
1286,Петухова Амелия Игнатьевна,30,Ж,Специалитет,Факультет бизнеса и менеджмента,2
1287,Котов Тимур Матвеевич,24,М,Аспирантура,Факультет экономических наук,3
1288,Ковалева Сара Олеговна,20,Ж,Специалитет,Факультет компьютерных наук,4
1289,Герасимова Виолетта Эдуардовна,26,Ж,Аспирантура,Факультет мировой экономики и мировой политики,1
1290,Борисов Валерий Георгиевич,25,М,Аспирантура,Факультет мировой экономики и мировой политики,1
1291,Ершов Артур Борисович,27,М,Магистратура,Факультет бизнеса и менеджмента,2
1292,Киселёв Ерофей Арсеньевич,20,М,Магистратура,Факультет социальных наук,2
1293,Поляков Николай Юлианович,21,М,Магистратура,Факультет экономических наук,2
1294,Беляев Тимур Кириллович,19,М,Аспирантура,Факультет урбанистики,2
1295,Акимов Евсей Тихонович,28,М,Бакалавриат,Факультет урбанистики,4
1296,Киселева Рита Дмитриевна,19,Ж,Специалитет,"Факультет коммуникаций, медиа и дизайна",1
1297,Мухина Агния Саввична,22,Ж,Бакалавриат,Факультет экономических наук,2
1298,Фролов Федор Станиславович,25,М,Специалитет,Факультет права,3
1299,Шестаков Родион Прохорович,20,М,Аспирантура,Факультет математики,3
1300,Васильева Лилия Романовна,18,Ж,Аспирантура,Факультет гуманитарных наук,2
1301,Соловьёв Эдуард Евгеньевич,20,М,Специалитет,Факультет гуманитарных наук,4
1302,Воронов Григорий Александрович,26,М,Аспирантура,"Факультет коммуникаций, медиа и дизайна",3
1303,Сидоров Егорий Трофимович,20,М,Специалитет,Факультет права,3
1304,Чернышева Мария Григорьевна,21,Ж,Аспирантура,Факультет экономических наук,2
1305,Чернов Матвей Тимофеевич,21,М,Бакалавриат,Факультет гуманитарных наук,4
1306,Гаврилов Матвей Викторович,23,М,Бакалавриат,Факультет права,1
1307,Сазонов Родион Евсеевич,22,М,Аспирантура,Факультет права,2
1308,Ларионов Николай Вячеславович,27,М,Магистратура,"Факультет коммуникаций, медиа и дизайна",1
1309,Трофимова Кристина Захаровна,28,Ж,Специалитет,Факультет гуманитарных наук,2
1310,Соколова Лия Валентиновна,22,Ж,Специалитет,"Факультет коммуникаций, медиа и дизайна",5
1311,Петухова Ольга Аркадьевна,22,Ж,Магистратура,Факультет компьютерных наук,1
1312,Беликов Руслан Кириллович,22,М,Магистратура,Факультет бизнеса и менеджмента,1
1313,Александров Евсей Денисович,22,М,Бакалавриат,Факультет права,4
1314,Дроздова Дарина Федосеевна,18,Ж,Специалитет,Факультет мировой экономики и мировой политики,5
1315,Быков Игнат Васильевич,30,М,Магистратура,Факультет компьютерных наук,2
1316,Беляева Влада Станиславовна,19,Ж,Магистратура,Факультет гуманитарных наук,1
1317,Ершов Макар Олегович,30,М,Бакалавриат,Факультет экономических наук,4
1318,Борисова Лидия Федотовна,26,Ж,Бакалавриат,Факультет экономических наук,1
1319,Шилов Валерий Еремеевич,24,М,Магистратура,Факультет экономических наук,1
1320,Фёдорова Дарина Сергеевна,28,Ж,Бакалавриат,Факультет математики,3
1321,Виноградов Родион Георгиевич,21,М,Аспирантура,Факультет социальных наук,1
1322,Панкратов Модест Евграфович,22,М,Аспирантура,Факультет права,3
1323,Лазарева Агата Саввична,25,Ж,Магистратура,Факультет экономических наук,2
